MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.7204,52,4.99081,1.03954,1459,2.73978,34.03,-118.33,1.851
2.8152,34,3.73962,1.03972,1665,3.18087,34.16,-117.26,1.813
4.0369,33,4.67273,1.03831,545,2.96433,37.98,-122.12,2.711
2.5171,32,5.54611,1.03965,1720,2.73365,33.76,-117.14,1.846
2.2425,43,3.81822,1.03851,876,2.93851,38.02,-121.92,0.996
2.1822,10,4.86865,1.07937,822,2.81748,37.54,-122.32,1.842
4.7188,36,4.82444,1.01109,974,2.87938,37.97,-122.15,2.843
5.4194,10,6.72423,0.99273,1423,2.73922,38.61,-122.15,1.063
3.5052,35,5.94764,1.03945,712,2.73914,34.22,-118.45,1.532
3.5,18,4.81844,0.96633,1541,4.14054,37.73,-121.8,1.858
3.0486,52,5.83873,1.04932,2192,2.90625,37.35,-121.97,0.904
2.7286,35,4.53961,1.01051,931,3.06867,33.78,-118.14,0.928
2.5111,52,7.86722,1.03895,2928,3.53486,38.51,-122.22,1.761
2.7102,3,3.93416,0.97938,1284,4.03892,34.32,-118.35,1.859
2.9073,15,5.48961,1.07964,1630,3.13172,38.19,-121.89,0.871
5.2425,30,5.90794,1.09532,2130,3.29293,33.94,-117.92,2.521
3.1622,35,5.81476,1.07852,898,2.73216,34.19,-118.06,2.531
5.1782,45,6.63882,1.02344,912,2.71619,37.65,-120.87,3.919
5.5331,43,5.6885,1.11881,639,2.35897,37.57,-122.09,2.835
4.0895,43,5.36364,1.079081,632,2.80895,34.11,-118.24,2.868
2.9208,17,4.71743,0.97619,3261,3.09851,34.04,-118.22,1.636
3.0112,22,4.86327,1.01058,845,2.79211,33.71,-117.07,1.711
6.5231,21,6.62476,1.17984,822,2.83897,37.79,-122.32,4.847
5.7156,33,6.22989,1.03731,782,3.78813,37.77,-122.42,2.918
2.9228,52,4.82318,0.9635,951,3.07878,34.16,-120.98,1.941
1.9333,31,4.97928,1.07869,718,2.63885,36.86,-119.95,0.864
5.8125,17,5.95583,1.00985,2104,2.69042,33.86,-118.29,2.941
4.7184,15,6.27062,1.03721,789,2.55892,34.16,-118.11,1.722
6.2744,35,6.23588,1.08085,1598,2.64452,34.1,-118.26,4.071
3.1916,32,5.68092,1.07938,1401,3.39232,37.73,-122.36,0.819
3.7125,47,5.3845,1.06434,1849,2.83845,37.97,-122.46,2.906
3.6522,24,3.92938,0.98874,823,3.50789,33.77,-118.02,2.822
5.2581,36,4.95883,1.07938,631,4.63955,34.13,-118.03,1.721
4.8596,30,4.67283,1.07902,2471,1.83437,34.09,-118.24,2.719
2.9825,52,4.88892,1.08869,1636,2.73913,33.92,-118.45,1.094
5.8688,33,5.06873,1.01963,2082,2.85835,37.56,-122.46,2.876
3.5892,21,4.87942,0.95987,3022,2.97625,34.17,-118.39,1.875
2.0227,42,5.5835,0.95835,2122,2.85227,38.61,-121.27,0.811
4.2091,25,5.91715,0.98297,1189,2.66216,34.02,-118.16,1.926
6.9125,29,5.93683,1.06742,845,2.91254,37.72,-122.05,5.00001
3.0723,13,3.91214,1.03691,926,2.93587,38.57,-121.32,1.813
3.9792,16,5.84523,0.97321,1592,2.49761,37.35,-121.81,2.719
5.3563,11,5.94584,1.07964,1825,2.84742,33.91,-117.18,2.821
3.3125,35,4.83333,1.08837,761,2.6516,34.08,-118.34,1.813
4.7308,21,4.88219,0.96795,971,3.3683,34.01,-118.38,3.907
3.7125,42,5.27984,1.08865,886,3.09918,37.76,-122.18,1.813
4.2371,19,5.81163,1.03873,786,2.71685,33.81,-117.25,2.865
3.1717,6,6.05895,1.07722,3229,2.97616,37.79,-121.8,0.876
2.6441,32,5.73886,1.03923,1718,2.84723,36.85,-119.22,0.814
1.9821,14,2.83761,1.09531,984,3.15402,34.05,-119.45,0.979
1.9167,34,4.48,1.07871,859,2.85,34.18,-117.91,0.821
6.9194,25,5.97934,1.06966,1255,3.06966,37.95,-122.33,3.939
4.7196,37,6.03908,1.03908,1685,2.81908,34.03,-118.42,3.731
1.6839,38,4.45863,1.0122,1520,2.7074,34.18,-118.27,1.822
5.6393,36,6.37892,1.09621,855,2.50985,37.73,-122.19,3.878
4.0578,18,6.19051,1.01981,1405,2.95785,34.25,-118.39,2.843
1.7167,29,4.95578,1.03871,1218,3.17962,37.88,-120.96,0.742
2.9107,34,4.59095,0.97922,761,2.95591,34.21,-118.32,4.851
6.5143,17,6.45263,1.04902,1597,2.97721,37.6,-122.33,2.632
3.7167,29,4.63902,1.0219,678,2.76906,38.28,-121.88,1.851
2.4306,38,4.87856,1.0094,586,2.92892,34.21,-118.25,2.722
2.6609,44,4.52742,1.09731,1172,2.68259,33.78,-117.21,0.902
6.1031,10,6.07939,1.06594,1711,3.03704,36.76,-119.78,2.076
6.5167,26,6.33444,1.04932,1583,2.94546,37.81,-122.19,5.00001
2.5179,34,5.95914,1.11891,1696,2.64019,34.13,-117.02,0.844
2.2741,36,3.83915,1.06973,1165,2.57226,34.09,-118.05,1.821
3.1908,36,5.59889,1.00676,1053,2.93394,33.93,-117.68,1.734
3.1212,52,5.98833,0.95945,591,2.96788,37.73,-122.37,1.858
3.6708,41,5.82713,1.08851,3222,3.81251,34.12,-117.27,1.824
4.5582,38,5.91407,0.97934,1064,2.98938,37.81,-122.14,2.531
3.8333,52,4.73978,0.91904,551,2.07869,37.76,-122.31,3.068
3.8208,36,5.03865,0.96633,2327,2.72217,34.05,-118.28,1.639
6.5341,34,5.89538,1.04229,1384,3.97746,33.81,-118.06,3.722
2.9792,52,4.81835,1.09819,1235,2.81835,34.15,-118.32,1.939
4.6167,24,7.03839,1.07923,1286,3.20299,36.78,-119.62,0.667
4.5286,27,5.058982,1.06435,1754,2.96417,37.57,-122.45,1.838
3.9393,34,5.95909,0.95909,898,2.79082,34.03,-117.86,0.958
1.8348,37,3.90735,0.98834,904,2.64296,33.81,-117.11,1.743
1.8821,47,5.71136,1.00982,827,3.08987,33.91,-117.98,0.921
3.6226,37,5.96433,0.98981,1701,2.61111,33.67,-118.37,1.902
5.2321,31,5.81253,1.09524,1825,3.50303,33.97,-118.25,5.00001
3.75,35,5.03716,1.09829,855,2.83958,37.95,-122.08,1.919
2.9062,31,3.94561,1.05854,1137,2.55258,33.85,-118.1,0.852
4.5194,21,6.40333,0.94592,1637,3.09941,33.62,-117.86,2.741
5.0341,25,6.43482,0.96681,3264,2.73823,33.9,-118.02,2.964
5.9115,15,6.27961,1.07979,1553,2.86683,32.74,-117.87,2.058
7.5261,31,7.96531,1.09869,1887,3.06894,33.09,-118.19,2.988
3.9458,24,5.91817,1.05838,1345,3.37897,37.36,-122.28,0.831
2.5227,15,4.94415,0.9918,955,2.94415,40.86,-124.16,0.832
3.5167,25,5.61137,1.03832,1333,4.20476,32.73,-117.05,1.913
2.3306,34,4.23222,1.03873,957,1.93422,37.78,-122.21,0.965
7.9063,21,6.10556,1.07622,779,2.09942,34.07,-118.34,3.911
3.0658,46,4.48256,0.97645,1133,2.63637,33.77,-118.15,2.521
7.1407,38,7.34167,0.95296,2301,2.63974,37.76,-122.35,2.974
4.0338,15,4.82821,1.05394,1045,2.63719,33.93,-118.23,1.898
3.8167,31,4.92282,1.08922,671,3.2467,34.21,-117.19,1.719
2.7194,15,3.93895,1.06878,1183,3.11862,33.82,-117.03,1.895
3.6196,28,4.91285,1.03918,589,3.53918,37.99,-122.15,2.819
4.1375,24,5.05838,1.01861,1636,2.92287,34.09,-118.05,1.839
4.5167,19,5.10981,1.05814,607,2.96563,37.76,-122.31,2.917
5.5167,34,6.84615,1.06898,1362,2.72289,34.14,-118.28,1.922
2.6331,15,6.94786,1.01056,1421,2.78154,32.84,-117.92,0.829
3.8901,26,4.66319,1.06826,1321,2.06468,32.81,-117.87,1.821
4.6394,15,4.91876,1.12333,1093,2.98841,37.68,-122.39,2.819
5.6012,52,5.81852,1.12962,634,2.48333,37.99,-122.27,2.636
2.0221,21,4.20385,1.14405,1649,3.15385,34.12,-118.21,1.739
2.8792,43,5.35983,1.13981,848,2.84778,37.75,-122.02,1.731
1.8395,52,4.83829,1.03279,1271,3.00862,33.94,-118.22,1.188
4.9306,6,5.81183,1.06922,1587,2.66217,33.93,-118.33,1.922
3.9833,27,3.91835,0.91835,1285,2.91835,33.81,-118.33,5.00001
4.9125,36,5.93913,1.04926,2055,3.20353,33.85,-117.92,1.922
1.9063,17,3.95585,0.94375,1813,2.85307,38.19,-121.43,0.819
4.9081,28,6.09734,1.01982,874,2.96434,37.83,-122.22,2.75
8.3818,52,6.94467,1.06464,1322,2.76436,37.8,-122.34,3.972
3.0391,25,4.95867,1.03782,819,3.84976,32.77,-117.19,1.819
3.5107,39,5.87914,1.02918,1046,2.6716,37.77,-122.21,1.734
1.8571,52,3.63681,1.08056,1275,3.11982,38.51,-122.07,0.813
3.2437,27,5.95835,1.09823,541,3.59071,37.98,-122.42,1.818
3.7196,52,5.90445,1.02671,819,2.39091,33.89,-118.41,1.084
2.6562,28,4.81284,1.10881,2043,2.72652,33.8,-118.34,1.9063
3.5188,52,5.97417,0.94583,973,2.7417,34.28,-118.26,1.942
4.6308,42,4.83907,1.0425,2091,2.81439,33.8,-117.27,2.938
3.5125,28,4.06414,1.02457,498,3.14042,32.91,-117.98,1.738
2.6486,30,4.81957,1.06919,1087,2.55667,37.98,-121.94,0.938
1.6906,26,4.85792,1.09934,1382,2.89078,33.97,-117.87,0.917
2.9167,39,4.73936,1.03794,715,2.36224,34.1,-119.81,0.932
2.7708,31,4.81465,1.06974,1654,2.9078,35.15,-119.95,0.964
7.5111,52,7.03985,1.08829,1433,2.94318,34.04,-118.14,3.521
3.2386,8,4.63426,0.95521,696,2.80791,37.64,-122.39,1.167
7.5061,36,6.55452,0.96931,1680,2.94458,33.68,-117.78,5.00001
2.7087,31,5.92294,0.96601,1857,3.53471,35.35,-119.68,0.831
2.1371,19,4.87918,1.05621,1134,3.37109,34.16,-118.14,1.926
2.8477,18,5.55317,1.03846,1116,2.91821,33.92,-116.8,1.531
2.9125,26,4.66415,1.03873,816,3.29042,33.99,-117.02,1.631
6.8181,52,6.15354,1.01091,1582,2.47861,34.02,-118.19,3.935
2.8917,26,5.85719,1.00659,1775,2.40985,33.8,-118.4,1.667
1.8667,26,4.79216,1.06435,1056,2.76941,36.34,-119.08,0.917
4.1283,13,5.96651,1.04497,1831,2.87913,37.68,-122.23,3.081
1.6438,16,4.83391,1.07972,1135,2.73919,38.31,-121.95,0.988
4.1715,36,5.83856,1.05879,865,2.83856,38.46,-122.16,1.098
2.7029,18,4.53932,1.058982,2318,2.84732,37.67,-121.98,0.813
3.0183,19,3.83979,1.04929,1820,2.97935,33.98,-118.08,1.919
3.1083,10,3.96422,1.03766,846,3.0085,33.68,-118.17,1.738
5.1701,52,5.56939,1.09788,1831,2.97741,37.71,-122.28,2.902
4.7082,36,4.81744,1.06903,1037,2.85933,34.18,-118.42,2.4
5.6111,4,5.81521,1.07933,865,3.14063,37.33,-122.32,3.531
4.6833,8,5.23182,0.93589,962,2.81455,37.8,-122.05,1.841
5.9231,21,5.95909,1.00861,1817,2.99474,33.84,-118.27,2.746
3.1376,18,4.97633,0.98859,1213,2.47889,33.88,-117.92,1.854
2.1483,26,4.89523,1.03978,1689,3.06988,38.35,-121.76,1.713
3.8355,41,5.56941,1.08817,1053,3.09734,34.21,-118.33,1.734
3.2188,33,5.13862,1.08928,837,3.81956,34.01,-118.27,1.722
1.8333,52,4.83632,1.0625,863,3.85973,37.95,-122.19,0.938
5.4587,52,6.79365,0.94723,1829,2.93787,34.12,-118.21,2.821
6.1838,36,6.81398,1.06774,1384,2.97931,33.83,-117.93,2.834
2.1746,52,5.79732,1.03897,1264,2.97619,37.36,-121.43,0.964
4.0526,52,5.93583,1.08621,856,3.95731,33.78,-118.02,1.964
1.9012,28,4.81445,1.0419,1520,3.08715,38.31,-121.96,0.831
6.7176,9,6.85955,0.97798,1531,3.76474,33.95,-118.43,2.941
1.5333,20,4.73582,0.98076,893,4.13761,36.63,-119.95,0.846
4.2052,46,5.81372,1.03832,1234,2.94432,37.94,-122.42,1.531
7.1289,26,7.66498,1.03734,2521,2.63678,33.89,-118.43,3.878
2.8167,20,5.97742,1.06518,1502,3.56974,38.31,-121.8,1.912
3.9079,18,4.693333,0.93333,1532,3.06433,37.79,-121.96,1.539
9.0201,21,7.17111,0.99087,1239,2.95876,37.78,-122.34,5.00001
7.7019,12,7.05834,1.0049,787,2.53913,37.31,-122.18,5.00001
8.1138,34,11.91395,1.00862,596,2.49392,34.09,-118.3,3.835
3.3871,28,5.71567,1.06465,609,2.94887,33.8,-118.26,1.838
2.7196,16,4.18304,1.06464,1289,2.63615,37.57,-122.24,1.541
2.0335,30,4.81922,1.03921,845,3.05819,36.79,-119.76,0.979
2.6309,33,4.17041,1.18981,1078,2.813981,33.91,-118.31,1.521
1.6531,32,4.71687,1.05821,1530,2.63919,34.37,-118.38,1.918
2.6863,22,4.88731,1.01863,1583,2.91852,34.16,-119.97,1.818
4.7194,35,6.83583,1.08895,1723,2.66422,37.84,-122.41,2.854
3.8571,30,3.68863,0.96436,1239,2.81948,33.95,-118.32,1.914
6.0792,20,6.48462,0.95553,1803,2.83596,37.83,-122.46,5.00001
3.6696,19,3.95787,1.07364,631,1.85559,32.56,-117.94,1.542
4.7125,52,5.79731,1.03874,866,3.56971,37.75,-122.42,2.955
1.7821,28,4.29385,1.07964,1278,2.81857,34.06,-118.23,0.895
10.2532,39,8.82671,1.08531,1366,2.82483,33.73,-117.19,5.00001
4.1285,36,5.16384,0.98892,1172,2.93362,33.89,-118.49,1.966
2.058,19,4.95898,1.03945,789,2.73853,33.93,-118.23,2.818
3.5593,52,5.95513,1.07942,879,3.08878,37.76,-122.37,1.931
3.9019,45,5.03782,1.05247,981,3.85746,37.76,-121.94,1.857
1.3895,52,6.15891,1.12082,1474,3.07818,39.05,-122.41,0.821
2.8333,32,5.94585,0.99474,897,2.95452,37.82,-122.41,0.912
3.5,38,5.78983,0.96413,1586,2.90792,33.98,-118.11,1.932
1.8355,18,4.82733,1.06933,1655,2.73941,38.48,-121.87,0.955
5.5152,52,6.24071,1.06582,1245,2.91239,32.73,-116.93,1.871
4.0602,9,5.03863,1.03961,1219,2.89814,34.1,-118.49,3.813
2.8132,13,5.96586,1.03842,723,2.93583,37.78,-121.32,1.904
2.2083,13,5.24881,1.08913,1160,2.23891,34.14,-118.12,1.875
3.4281,33,5.38395,1.069761,1325,2.93665,32.77,-117.94,1.898
2.7117,52,3.56936,1.01058,835,3.45891,33.87,-118.17,1.711
2.5303,28,4.95545,1.00897,1636,2.91813,37.73,-122.42,0.521
4.1487,18,5.5083,1.03894,793,2.72322,37.77,-122.22,2.842
2.7222,32,4.81717,1.03898,1486,3.05879,34.1,-118.29,1.844
3.1838,40,5.92974,1.05854,752,2.79071,34.02,-118.04,1.822
5.979,52,6.30891,1.06438,571,2.89822,34.05,-118.31,3.853
4.5303,16,5.90733,0.97922,1692,2.91221,37.31,-122.44,1.667
2.8983,35,3.73475,1.05854,691,2.86722,34.08,-118.3,2.846
3.8192,20,5.92332,1.08721,954,2.03964,33.83,-118.19,1.854
5.0989,39,6.22894,1.06789,2855,2.76937,34.03,-117.22,4.854
2.0925,17,4.61938,1.03962,1831,3.07822,38.48,-121.89,0.846
5.0139,35,6.91365,1.03955,1766,2.84326,37.92,-122.04,2.835
2.0963,25,4.94744,0.94744,1292,2.60331,38.48,-122.32,1.741
4.8191,52,5.81461,1.11559,749,2.82943,37.77,-122.45,2.731
2.6563,52,4.81734,0.92622,965,3.06922,33.86,-118.43,1.938
3.8022,34,4.81857,1.06633,1285,3.06586,33.98,-118.36,1.078
4.6592,35,4.77216,1.03854,1483,4.09543,33.78,-118.1,1.842
6.4167,19,5.27962,1.09622,879,2.39353,37.75,-121.86,5.00001
2.9084,11,3.83682,1.05856,1478,2.65862,34.02,-118.36,2.735
1.8472,31,4.98898,0.98333,2926,2.56,35.39,-120.39,0.818
3.8333,34,4.94311,1.03897,3836,4.06584,34.07,-118.33,2.822
4.5194,34,6.91379,1.14993,852,2.57983,37.92,-122.42,1.814
3.8231,15,5.91378,0.97615,1449,2.4716,33.87,-117.82,1.531
4.8143,6,5.18667,0.95523,951,3.34962,33.97,-117.89,2.788
4.6111,36,5.96433,1.06776,1326,2.92757,38.38,-122.08,2.25
3.7203,52,3.81423,0.97915,2371,2.71955,37.54,-122.18,3.932
1.8122,14,2.81319,1.06924,874,3.17462,33.88,-118.23,0.828
3.8188,45,4.56621,0.96621,1140,2.84631,34.15,-118.26,2.838
4.4531,32,6.14071,0.92218,1714,3.74471,33.66,-117.22,1.944
3.4542,37,4.63818,1.03957,589,2.47983,33.84,-118.32,1.957
2.3542,52,5.33221,1.03204,1649,2.93429,37.34,-122.4,1.852
4.0533,17,4.87322,1.06891,1108,2.79119,34.16,-118.31,5.00001
3.6167,52,5.85813,1.09967,2039,2.70891,38.58,-122.39,1.917
1.9079,27,4.73729,1.05827,1619,3.59071,37.37,-121.41,1.858
2.5111,37,3.63919,1.04227,1187,2.91222,33.84,-118.35,3.038
3.4583,37,5.93465,0.99407,1598,2.70606,37.34,-121.92,0.631
5.2083,11,5.40894,1.00588,2315,2.86917,34.04,-119.01,2.818
3.8235,21,5.81903,0.96478,1407,1.96478,38.61,-122.34,1.943
2.5357,27,4.96638,1.03944,1161,1.97918,33.89,-118.19,1.939
3.5078,24,5.71955,0.93565,778,2.90814,38.25,-121.99,2.039
2.067,35,5.77364,1.04901,872,2.67364,34.04,-118.11,1.822
3.5092,34,5.77348,1.03766,592,3.26194,32.79,-117.22,1.738
4.7231,29,5.93651,1.06819,1605,2.56742,37.54,-122.23,3.856
3.4562,34,5.94876,1.1048,1849,2.55215,37.33,-121.46,2.931
3.1821,52,4.09701,1.00254,1470,2.92952,32.74,-117.06,2.903
3.5125,25,5.94482,0.98297,959,3.14167,34.12,-118.18,2.938
4.6361,52,5.80596,1.09722,789,2.93426,34.11,-118.11,2.851
3.7107,21,6.93831,1.00981,473,3.09837,34.06,-119.79,1.852
2.0208,33,4.94538,1.06432,1537,3.84433,34.19,-117.02,1.721
5.5179,52,5.73902,1.07769,937,2.82362,34.04,-117.93,2.938
2.9062,16,3.73495,0.95986,1121,2.81583,34.06,-118.01,2.542
4.2218,26,5.57007,1.02685,1083,1.81456,38.06,-121.86,2.955
5.4167,28,6.08981,0.95881,1319,3.28953,34.01,-118.16,2.431
6.0782,52,6.25891,1.03831,902,2.87942,37.38,-122.39,5.00001
2.1032,19,4.83845,0.98885,1086,2.86868,33.98,-118.21,1.094
3.7196,36,4.71633,0.96631,1389,3.17984,33.93,-118.19,1.907
4.5561,52,5.63929,1.07922,891,2.81907,37.91,-121.88,1.734
3.9062,17,4.81881,1.04281,1055,2.98813,34.05,-117.02,1.583
4.8667,37,7.03932,1.098981,1237,2.06587,33.96,-118.18,1.521
2.5208,19,5.30952,1.08722,922,2.92462,36.69,-119.99,0.831
3.5,32,4.65287,1.10981,931,3.28981,33.76,-118.33,1.085
2.7125,48,5.94897,1.05826,1186,2.81438,37.9,-122.09,2.531
2.8148,36,5.84582,1.03958,1578,2.91906,33.96,-118.3,1.375
2.7125,52,4.9074,0.93878,854,2.62439,37.99,-122.02,1.721
1.5,36,4.53974,1.06416,1326,3.33333,38.02,-121.94,0.822
4.7125,25,5.79097,1.03306,1171,2.82739,33.96,-118.35,1.844
5.5306,39,5.89091,1.06595,1719,3.18509,37.31,-122.22,3.852
3.9196,16,5.78571,1.07869,437,2.63972,38.28,-121.86,1.721
3.2671,52,4.3689,1.07827,1184,3.45894,38.02,-122.31,1.914
5.0368,38,4.98826,1.05073,2417,2.93432,34.02,-118.32,2.851
2.5281,4,5.82622,1.09828,1145,2.98344,38.56,-114.46,0.873
4.1383,15,5.81617,1.03954,598,3.12897,37.71,-122.18,1.715
4.9063,18,5.74961,0.95814,884,2.81631,37.38,-122.21,1.904
7.5263,52,6.9881,1.04364,1373,2.95818,34.12,-117.91,5.00001
3.4845,20,4.88981,0.93382,678,3.16981,37.65,-121.98,1.539
3.6331,52,4.87838,1.07913,1372,3.62432,33.06,-118.4,1.919
4.0385,16,5.90801,1.16081,1551,2.70951,32.66,-116.92,1.936
6.1284,14,7.84579,1.00897,741,2.82781,37.69,-122.27,4.631
7.9077,28,8.74425,1.03835,1473,2.38353,33.85,-118.35,4.038
5.5221,21,6.72475,0.90823,1335,2.6615,37.35,-122.4,1.878
3.5221,31,4.81322,0.9073,1044,2.92418,33.94,-118.32,3.858
10.2073,16,7.76971,1.10402,2551,2.99056,37.65,-120.86,5.00001
3.7111,35,5.59077,1.01084,955,2.95592,34.05,-118.18,2.851
1.8462,26,5.71939,1.10586,1655,2.98837,37.79,-122.3,0.922
6.2287,35,6.07824,1.01984,1211,2.96745,37.74,-122.19,3.085
3.8115,34,4.72457,1.05879,890,3.94742,33.74,-118.26,2.938
2.7838,16,4.84832,1.06582,1091,2.73826,37.76,-121.83,0.898
4.0227,26,6.97932,1.03862,783,1.97932,34.13,-118.21,2.063
3.6521,52,5.78845,0.94762,757,2.81583,37.34,-122.41,2.814
2.9063,26,4.38889,1.00863,1556,3.78813,34.09,-118.15,1.734
4.2045,21,5.63414,1.03819,906,2.91211,34.02,-120.93,1.958
4.5788,19,5.05871,0.95835,1332,2.59302,34.05,-118.32,2.03
5.0425,40,6.2425,0.91922,930,2.94399,33.93,-117.91,1.732
3.1439,16,5.03815,1.07857,495,2.95885,37.78,-122.27,3.824
2.9125,47,5.05831,1.09932,854,3.19097,37.77,-122.35,0.832
4.8696,21,5.76485,1.03904,1062,2.23227,33.98,-117.26,1.907
2.7917,36,3.86563,1.06439,1334,2.59401,34.05,-118.31,1.125
8.7019,27,7.28333,1.05819,1312,3.23667,33.68,-117.25,5.00001
4.1618,22,5.61172,1.08835,556,3.14384,38.3,-121.88,1.741
2.7203,16,3.65806,1.02128,1276,2.74375,34.12,-117.99,1.936
2.7832,36,4.97452,1.07854,1576,2.92436,37.78,-121.82,1.521
1.4886,39,4.93731,1.05976,855,2.73572,39.15,-122.3,0.923
2.3132,38,4.83745,1.06823,1631,2.97942,34.1,-118.25,1.819
5.5167,52,6.94461,1.04031,1015,2.83853,34.08,-118.34,2.821
3.7194,52,4.79058,1.05879,796,3.18072,34.14,-118.46,1.732
8.9079,28,6.81742,1.07873,831,2.23891,33.96,-118.2,5.00001
5.4121,45,6.81915,1.03961,886,2.73469,33.92,-117.16,1.844
3.5721,36,4.90842,1.06785,1222,2.81631,38.57,-121.9,1.906
2.1964,26,3.48286,1.01076,1154,3.09764,32.93,-117.99,1.639
6.7222,21,6.83566,0.93546,1682,2.93836,33.9,-117.95,2.933
4.3638,38,6.09838,1.06958,695,3.12984,33.96,-117.9,2.531
6.8208,15,7.61111,1.01919,1127,2.59091,37.92,-121.97,2.813
2.1771,21,5.83836,1.06622,1215,2.91721,32.93,-117.92,0.914
4.2909,31,6.82631,1.03934,1289,2.94436,33.96,-117.91,1.719
3.5194,35,5.85871,1.10476,1219,2.90743,34.04,-118.15,1.926
1.8286,15,4.92333,1.058981,1725,4.36309,33.97,-117.17,1.931
4.0406,15,5.9088,1.0431,1489,3.07898,37.61,-121.8,1.542
1.7821,36,4.81542,1.01081,1431,2.97699,33.88,-118.19,1.838
2.7908,35,4.72319,1.09853,907,1.94623,34.02,-118.05,1.741
2.8205,23,4.05903,0.92897,1141,2.84541,33.65,-118.42,1.814
2.1709,21,4.84573,1.0414,1289,3.56631,32.81,-117.91,1.037
2.4179,26,4.38894,1.03957,842,2.81474,34.09,-118.45,1.932
2.7013,19,4.85818,0.91819,919,2.91707,38.72,-121.63,0.819
6.9078,36,7.85718,1.09742,905,2.76687,33.91,-118.06,2.813
3.5208,30,4.92961,1.01097,834,2.81907,33.84,-118.18,3.722
2.6107,36,4.82855,1.09895,715,2.84945,33.83,-118.11,2.838
2.7191,52,5.83462,1.06592,1560,3.73962,33.98,-118.13,1.7
3.1094,45,6.088983,1.06879,1530,3.92454,37.88,-122.12,1.922
6.0838,21,6.92382,1.06683,1391,2.65226,33.92,-117.26,2.838
2.8156,11,4.33333,1.07964,976,2.66897,32.74,-117.99,1.646
4.5385,13,5.3588,1.03982,1219,2.91819,33.91,-118.36,2.822
5.0525,24,5.92729,0.91841,1332,2.86842,37.64,-122.28,2.531
4.9292,16,5.83522,1.07724,1584,2.82421,33.9,-117.88,2.937
4.8188,36,6.81833,1.00263,941,2.83574,33.94,-117.29,1.818
1.9814,28,3.9069,1.06592,3827,3.06682,37.72,-122.03,0.821
6.2589,36,6.92297,0.98891,1085,2.93795,33.87,-117.85,3.869
3.7111,52,5.37231,1.07964,1053,2.71611,33.8,-118.29,1.817
2.5341,15,4.96686,0.95247,1772,2.84635,32.88,-116.66,1.895
3.2032,20,5.83713,1.11891,784,2.33891,34.06,-119.32,0.919
2.7125,38,5.03926,1.03846,1313,3.93846,37.32,-121.48,1.813
5.1783,38,5.68656,1.12061,1590,2.73423,37.37,-122.09,2.903
3.2987,11,5.17297,0.97957,657,2.95593,37.64,-122.41,2.521
3.5263,29,5.95865,1.05834,852,2.82482,33.76,-118.32,1.731
2.1908,42,5.18087,1.03922,2310,2.93578,38.61,-122.43,1.875
2.1409,22,5.93562,1.12091,955,3.03834,34.24,-118.39,1.913
2.0231,39,3.90832,1.03775,2155,2.56498,34.07,-118.43,1.634
2.8188,32,3.93682,1.08828,904,3.04455,34.18,-117.11,1.921
4.4531,35,4.69074,1.06531,835,2.92265,34.1,-118.18,2.845
4.3389,45,5.91811,0.97778,1134,2.82919,37.9,-121.89,1.934
3.5194,5,5.83923,1.08735,1349,3.19058,33.82,-117.09,1.964
3.6036,27,4.73857,1.03831,634,2.96438,34.07,-118.3,4.846
4.8462,35,6.17862,0.98655,821,3.71678,32.76,-117.18,1.832
2.9167,11,4.69077,1.06637,935,2.92439,37.63,-121.92,1.918
4.1337,40,5.81621,0.97194,1639,2.89815,37.27,-122.08,3.895
4.0164,16,5.56973,0.96226,813,2.83521,34.15,-118.41,2.838
3.2523,16,4.73534,1.01961,705,3.33154,37.76,-121.98,1.821
3.2686,32,5.92638,1.07818,867,2.98319,33.97,-117.95,1.955
6.2433,30,7.07825,1.07819,925,2.93855,33.76,-118.45,3.924
3.2568,20,4.08731,1.19078,1819,2.96538,37.85,-122.19,1.932
1.9837,33,3.82318,1.03835,1209,4.06823,33.78,-118.38,0.967
2.2087,36,5.83778,1.03952,1331,3.90464,33.93,-117.68,0.935
1.6336,35,4.81818,1.03721,1383,2.34333,34.11,-118.14,1.058
3.7395,52,5.63921,1.04782,918,2.92315,37.68,-122.42,1.854
5.6103,5,6.06973,1.06744,1471,2.71685,33.56,-118.31,5.00001
5.9885,38,5.82454,0.97944,632,2.81356,33.89,-117.86,2.918
4.0113,35,6.63957,1.03821,886,3.11962,34.19,-118.21,2.811
5.7306,22,6.03931,1.03845,1592,2.81333,33.76,-117.88,2.094
3.0486,19,4.81332,1.058981,718,2.92298,37.66,-122.13,1.076
7.5543,14,8.92815,1.07878,1319,2.63978,37.72,-122.46,5.00001
2.3111,32,4.82413,1.03713,1665,2.98566,34.23,-118.47,1.919
3.9063,23,6.06767,0.94421,2118,2.78866,34.15,-118.32,1.631
1.8348,25,4.97735,1.06934,873,2.47862,34.07,-117.21,0.569
6.1782,25,6.95531,0.91787,1084,3.89531,33.84,-117.04,2.814
4.1371,30,5.61157,0.96522,1125,2.82695,38.06,-121.77,1.929
2.7103,52,5.56782,1.06569,1344,3.09724,34.01,-118.36,1.906
5.8167,35,5.97765,1.05872,715,2.91729,33.92,-117.84,2.821
1.7132,18,3.81223,1.08721,971,1.63219,34.19,-118.03,1.958
